Search_Tgt,Target_name,RA(J2000),Dec(J2000),NAIF_ID,Instrument/Mode,AORKEY,AOR_label,reqbegintime,reqendtime,progid,PI
GRB080802,OB151076_OB150448,270.744792,-32.853694,,IRAC Map PC,57671168,MGP15_OB151076_OB150448_W7_E03_T012_wk712_p3_s0023,2015-07-18 22:38:05,2015-07-18 22:46:36,11195,"Gould, Andrew"
GRB080802,OB151076_OB150448,270.744792,-32.853694,,IRAC Map PC,57668352,MGP15_OB151076_OB150448_W7_E03_T014_wk712_p3_s0112,2015-07-19 10:20:16,2015-07-19 10:28:48,11195,"Gould, Andrew"
GRB080802,OB150845_OB150149,271.088708,-31.580556,,IRAC Map PC,57681920,MGP15_OB150845_OB150149_W7_E02_T010_wk712_p2_s0032,2015-07-18 02:59:30,2015-07-18 03:07:51,11195,"Gould, Andrew"
GRB080802,OB150845_OB150149,271.088708,-31.580556,,IRAC Map PC,57706240,MGP15_OB150845_OB150149_W7_E01_T008_wk712_p1_s0007,2015-07-16 22:20:07,2015-07-16 22:28:27,11195,"Gould, Andrew"
GRB080802,OB151076_OB150448,270.744792,-32.853694,,IRAC Map PC,57683712,MGP15_OB151076_OB150448_W7_E01_T008_wk712_p1_s0008,2015-07-16 22:29:18,2015-07-16 22:37:47,11195,"Gould, Andrew"
GRB080802,OB151076_OB150448,270.744792,-32.853694,,IRAC Map PC,57687808,MGP15_OB151076_OB150448_W7_E02_T010_wk712_p2_s0033,2015-07-18 03:08:43,2015-07-18 03:17:13,11195,"Gould, Andrew"
GRB080802,OB151076_OB150448,270.744792,-32.853694,,IRAC Map PC,57703424,MGP15_OB151076_OB150448_W7_E02_T011_wk712_p2_s0098,2015-07-18 12:18:42,2015-07-18 12:27:13,11195,"Gould, Andrew"
GRB080802,OB151076_OB150448,270.744792,-32.853694,,IRAC Map PC,57692160,MGP15_OB151076_OB150448_W7_E03_T013_wk712_p3_s0070,2015-07-19 04:55:54,2015-07-19 05:04:26,11195,"Gould, Andrew"
GRB080721,080721,224.479167,-11.723333,,IRAC Map PC,45360128,IRACPC-0026,2012-10-17 19:24:08,2012-10-17 20:30:32,80054,"Berger, Edo"
GRB080721,22P/Kopff,,,1000054.0,IRAC Map PC,53113600,22P-cy11-e1,2015-04-30 14:17:56,2015-04-30 14:25:15,11106,"Kelley, Michael S"
GRB080721,22P/Kopff,,,1000054.0,IRAC Map PC,53113856,22P-cy11-e1-shadow,2015-05-01 21:05:17,2015-05-01 21:12:36,11106,"Kelley, Michael S"
GRB080710,GRB080710,8.273541999999999,19.501472,,IRAC Map PC,46303744,GRB080710,2013-10-13 10:44:38,2013-10-13 11:34:23,90062,"Perley, Daniel A"
GRB080707,GRB080707,32.618333,33.109528000000005,,IRAC Map PC,54880256,GRB080707,2015-11-09 05:24:20,2015-11-09 06:29:05,11116,"Perley, Daniel A"
GRB080613,J141250.5+050118,213.210417,5.021806,,IRAC Map PC,43854336,ch1_med - J141250.5+050118,2012-09-27 16:21:38,2012-09-27 16:26:18,80161,"Blanton, Elizabeth L"
GRB080607,GRB080607,194.946708,15.919694,,IRAC Map PC,39910912,IRAC-080607,2010-08-08 03:04:11,2010-08-08 05:51:37,70036,"Perley, Daniel A"
GRB080605,GRB 080605,262.125292,4.015556,,IRAC Map PC,42442752,IRAC-080605,2011-06-07 08:50:32,2011-06-07 09:48:59,80153,"Perley, Daniel A"
GRB080604,GRB080604,236.965417,20.557806,,IRAC Map PC,54880000,GRB080604,2015-06-05 11:42:27,2015-06-05 12:47:11,11116,"Perley, Daniel A"
GRB080603B,GRB080603B,176.531917,68.061083,,IRAC Map PC,54879744,GRB080603B,2015-06-04 07:27:21,2015-06-04 10:46:18,11116,"Perley, Daniel A"
GRB080603B,GRB 080603B,176.531917,68.061111,,IRAC Map,27842816,IRAC-GRB080603B,2008-06-07 08:57:07,2008-06-07 09:55:24,40388,"Watson, Darach"
GRB080603,GRB 080603A,279.408583,62.74425,,IRAC Map PC,42442496,IRAC-080603A,2011-06-07 13:02:34,2011-06-07 14:00:59,80153,"Perley, Daniel A"
GRB080602,GRB080602,19.175708,-9.232194,,IRAC Map PC,46304000,GRB080602,2013-09-13 07:06:43,2013-09-13 08:05:07,90062,"Perley, Daniel A"
GRB080520,GRB080520,280.193375,-54.991972,,IRAC Map PC,54879488,GRB080520,2015-07-11 20:54:23,2015-07-11 21:59:08,11116,"Perley, Daniel A"
GRB080506,PGC0067727,329.432917,38.933056,,IRAC Map PC,43624704,CFS-PGC0067727,2012-09-28 05:33:32,2012-09-28 05:38:53,80072,"Tully, Brent"
GRB080503,GRB080503,286.619833,68.793194,,IRAC Map PC,54879232,GRB080503,2015-06-15 00:15:18,2015-06-15 02:24:49,11116,"Perley, Daniel A"
GRB080430,GRB080430,165.31129199999998,51.685694,,IRAC Map PC,46304256,GRB080430,2013-01-16 19:54:11,2013-01-16 20:23:23,90062,"Perley, Daniel A"
GRB080414,11.81614GLIMPSE,272.87624,-18.702437,,IRAC Map,12109312,l011.81614-00.00399.20040929,2004-10-05 13:56:29,2004-10-05 15:00:50,146,"Churchwell, Ed"
GRB080414,11.43760GLIMPSE,272.683906,-19.034356,,IRAC Map,12102656,l011.43760-00.00445.20040929,2004-10-05 12:50:56,2004-10-05 13:55:17,146,"Churchwell, Ed"
GRB080414,11.63831GLIMPSE,272.782086,-18.856364000000003,,IRAC Map PC,64631808,l011.63831-00.00000.20171223,2017-12-24 17:20:44,2017-12-24 19:09:20,13117,"Benjamin, Robert A"
GRB080413B,GRB080413B,326.1445,-19.981111,,IRAC Map PC,46304512,GRB080413B,2012-12-27 20:06:56,2012-12-27 20:56:41,90062,"Perley, Daniel A"
GRB080413,080413A,287.295833,-27.678055999999998,,IRAC Map PC,45359872,IRACPC-0028,2012-11-14 05:21:48,2012-11-14 06:28:18,80054,"Berger, Edo"
GRB080411,GRB080411,37.979958,-71.302028,,IRAC Map PC,46304768,GRB080411,2012-11-07 14:41:41,2012-11-07 15:31:22,90062,"Perley, Daniel A"
GRB080330,GRB080330,169.268708,30.623194,,IRAC Map PC,54878976,GRB080330,2015-08-12 02:35:07,2015-08-12 03:39:52,11116,"Perley, Daniel A"
GRB080325,GRB080325,277.892667,36.523416999999995,,IRAC Map PC,39911168,IRAC-080325,2010-08-09 03:20:24,2010-08-09 04:21:21,70036,"Perley, Daniel A"
GRB080320,GRB080320,177.735083,57.156639,,IRAC Map PC,54878720,GRB080320,2016-07-06 11:26:53,2016-07-06 13:36:26,11116,"Perley, Daniel A"
GRB080319B,bootes48_5-fco,218.529167,35.3625,,IRAC Map,24425728,bootes48_5-3a,2008-02-06 09:12:29,2008-02-06 10:02:24,40839,"Stern, Daniel"
GRB080319B,bootes48_5-fco,218.529167,35.3625,,IRAC Map,24424960,bootes48_5-3c,2008-02-06 10:54:40,2008-02-06 11:44:35,40839,"Stern, Daniel"
GRB080319B,bootes48_5-fco,218.529167,35.3625,,IRAC Map,24425216,bootes48_5-3b,2008-02-06 10:03:35,2008-02-06 10:53:30,40839,"Stern, Daniel"
GRB080319B,GRB080319B,217.92075,36.302444,,IRAC Map PC,54878464,GRB080319B,2015-08-19 16:15:43,2015-08-19 17:20:27,11116,"Perley, Daniel A"
GRB080319,GRB080319A,206.333375,44.080166999999996,,IRAC Map PC,46305024,GRB080319A,2013-03-30 14:58:52,2013-03-30 18:17:41,90062,"Perley, Daniel A"
GRB080319,DIRBE-765-1,206.394,43.841,,IRAC Map PC,43424000,Werner-DIRBE-Dark-Spot-765-Center,2011-08-24 18:55:49,2011-08-25 00:53:52,80095,"Werner, Michael"
GRB080319,1DDDS3,206.389934,43.599942999999996,,IRAC Map,16191744,1DDDS3-3,2005-12-27 15:38:09,2005-12-27 16:59:16,66,"Wright, Ned"
GRB080319,1DDDS3,206.389934,43.599942999999996,,IRAC Map,16192256,1DDDS3-1,2005-12-27 18:21:58,2005-12-27 19:43:13,66,"Wright, Ned"
GRB080319,1DDDS3,206.389934,43.599942999999996,,IRAC Map,16192000,1DDDS3-2,2005-12-27 16:59:58,2005-12-27 18:21:08,66,"Wright, Ned"
GRB080310,F14376-0004,220.04793999999998,-0.28897,,IRAC Map PC,49589248,IRAS - F14376-0004,2014-10-27 06:39:34,2014-10-27 07:31:31,10046,"Sanders, David B"
GRB080310,080310,220.054167,-0.175,,IRAC Map PC,45359616,IRACPC-0029,2012-10-10 09:32:42,2012-10-10 10:39:05,80054,"Berger, Edo"
GRB080310,NGC5713,220.047125,-0.29077800000000004,,IRAC Map,5531136,IRAC-N5713,2004-07-02 07:05:17,2004-07-02 07:11:00,159,"Kennicutt, Robert"
GRB080310,NGC5713,220.047125,-0.29077800000000004,,IRAC Map,5531392,IRAC-N5713 - A,2004-07-03 19:35:35,2004-07-03 19:41:18,159,"Kennicutt, Robert"
GRB080307,GRB080307,136.62866699999998,35.138694,,IRAC Map PC,46305280,GRB080307,2013-01-06 03:20:45,2013-01-06 04:19:09,90062,"Perley, Daniel A"
GRB080218BX,GRB080218B,177.956875,-53.09680600000001,,IRAC Map PC,46305792,GRB080218B,2013-04-11 04:31:54,2013-04-11 05:30:17,90062,"Perley, Daniel A"
GRB080212,GRB080212,231.147583,-22.741332999999997,,IRAC Map PC,39911424,IRAC-080212,2010-09-16 07:45:28,2010-09-16 08:52:37,70036,"Perley, Daniel A"
GRB080211,w5i1,43.431382,60.365883999999994,,IRAC Map,14507008,IRAC-w5-1,2006-09-28 16:45:21,2006-09-28 20:29:13,20300,"Allen, Lori E"
GRB080211,w5i2,43.386922999999996,60.433092,,IRAC Map,14507776,IRAC-w5-2,2006-09-20 15:37:53,2006-09-20 19:22:45,20300,"Allen, Lori E"
GRB080211,w5i3,43.475660999999995,60.298660999999996,,IRAC Map,14508544,IRAC-w5-3,2007-02-15 22:44:43,2007-02-16 02:40:54,20300,"Allen, Lori E"
GRB080211,137.77826GLIMPSE,43.903411,60.212346999999994,,IRAC Map PC,38754560,l137.77826+00.97000.20100306,2010-03-15 10:11:59,2010-03-15 11:12:23,60020,"Whitney, Barbara A"
GRB080210,GRB080210,251.266708,13.826694,,IRAC Map PC,54878208,GRB080210,2015-06-02 06:10:51,2015-06-02 10:35:23,11116,"Perley, Daniel A"
GRB080210,GRB 080210,251.266708,13.826694,,IRAC Map PC,42442240,IRAC-080210,2011-09-24 09:49:35,2011-09-24 10:48:04,80153,"Perley, Daniel A"
GRB080207,GRB080207,207.512375,7.502139,,IRAC Map,26453760,IRAC-0001,2009-03-19 05:51:43,2009-03-19 07:01:32,50562,"Levan, Andrew J"
GRB080205,GRB080205,98.252583,62.792193999999995,,IRAC Map PC,46306048,GRB080205,2013-05-16 21:08:15,2013-05-17 00:27:03,90062,"Perley, Daniel A"
GRB080129,220.61237GLIMPSE,104.794163,-7.640248,,IRAC Map PC,38946048,l220.61237-01.76750.20100511,2010-05-14 19:40:15,2010-05-14 20:29:28,61071,"Whitney, Barbara A"
GRB080129,220.88541GLIMPSE,104.91982,-7.883102,,IRAC Map PC,39020032,l220.88541-01.76750.20100511,2010-05-15 00:57:23,2010-05-15 01:45:23,61071,"Whitney, Barbara A"
GRB080129,221.37535GLIMPSE,105.942775,-7.912868,,IRAC Map PC,39028736,l221.37535-00.88000.20100509,2010-05-13 12:54:48,2010-05-13 13:52:25,61071,"Whitney, Barbara A"
GRB080129,221.10370GLIMPSE,105.817163,-7.671439,,IRAC Map PC,39076352,l221.10370-00.88000.20100509,2010-05-13 08:36:31,2010-05-13 09:34:21,61071,"Whitney, Barbara A"
GRB071122,GRB071122,276.605458,47.075028,,IRAC Map PC,54877952,GRB071122,2015-06-14 14:36:58,2015-06-14 15:21:09,11116,"Perley, Daniel A"
GRB071117,GRB071117,335.043417,-63.44319399999999,,IRAC Map PC,54877696,GRB071117,2015-12-18 02:55:55,2015-12-18 04:00:40,11116,"Perley, Daniel A"
GRB071112C,GRB071112C,39.212208000000004,28.371306,,IRAC Map PC,46306304,GRB071112C,2012-11-11 20:32:26,2012-11-11 21:22:12,90062,"Perley, Daniel A"
GRB071031,071031,6.404167,-58.05944399999999,,IRAC Map PC,45358848,IRACPC-0032,2012-09-19 23:38:41,2012-09-20 00:45:12,80054,"Berger, Edo"
GRB071025,GRB071025,355.071125,31.778556,,IRAC Map PC,54877440,GRB071025,2015-11-02 18:27:12,2015-11-02 23:58:44,11116,"Perley, Daniel A"
GRB071025,GRB 071025,355.071167,31.778583,,IRAC Map PC,42441984,IRAC-071025,2011-08-23 18:00:04,2011-08-23 20:45:54,80153,"Perley, Daniel A"
GRB071021,GRB071021,340.642958,23.718472,,IRAC Map PC,39911680,IRAC-071021,2010-08-12 23:18:36,2010-08-13 00:19:24,70036,"Perley, Daniel A"
GRB071020,SDSS J075840.33+324723.4,119.668125,32.79,,IRAC Map,14796800,IRAC-SDSS0758,2005-10-23 23:15:56,2005-10-23 23:22:44,20514,"Golimowski, David A"
GRB071020,SDSSJ075840.33+324723.4,119.668125,32.79,,IRAC Map PC,34716672,epoch2-SDSSJ075840.33+324723.4,2009-12-06 08:00:37,2009-12-06 08:06:31,60046,"Luhman, Kevin L"
GRB071020,GRB071020,119.66575,32.861111,,IRAC Map PC,62062080,GRB071020,2017-01-30 15:50:33,2017-01-30 16:55:18,13104,"Perley, Daniel A"
GRB071020,071020,119.6625,32.861111,,IRAC Map PC,45358080,IRACPC-0034,2012-05-20 19:00:46,2012-05-20 20:07:15,80054,"Berger, Edo"
GRB071020,SDSS0758+32-cluster2,119.668208,32.790139,,IRAC Map PC,43323648,IRAC_ch2_SDSS0758+32,2012-05-26 15:46:54,2012-05-26 19:41:37,80213,"Radigan, Jacqueline M"
GRB071020,SDSS0758+32-cluster,119.668208,32.790139,,IRAC Map PC,43323904,IRAC_ch1_SDSS0758+32,2012-05-25 23:45:02,2012-05-26 15:34:48,80213,"Radigan, Jacqueline M"
GRB071020,PGC0022381,119.80416699999999,32.915,,IRAC Map PC,43495168,CFS-PGC0022381,2012-05-23 10:39:08,2012-05-23 10:44:29,80072,"Tully, Brent"
GRB071020,SDSS J075840.33+324723.4AB,119.668208,32.790139,,IRAC Map PC,66577920,0758+3247 - Epoch 01,2018-08-03 11:06:27,2018-08-03 11:12:15,14000,"Kirkpatrick, J.Davy"
GRB071020,SDSS J075840.33+324723.4AB,119.668208,32.790139,,IRAC Map PC,66577664,0758+3247 - Epoch 02,2018-08-12 18:46:23,2018-08-12 18:52:11,14000,"Kirkpatrick, J.Davy"
GRB071020,SDSS0758+32-cluster,119.668208,32.790139,,IRAC Map PC,45629440,IRAC_ch1_SDSS0758+32-first,2012-05-25 23:15:45,2012-05-25 23:40:52,80213,"Radigan, Jacqueline M"
GRB071010,GRB 071010A,288.060917,-32.402,,IRAC Map PC,42441728,IRAC-071010A,2011-06-07 06:21:09,2011-06-07 07:19:32,80153,"Perley, Daniel A"
GRB070810,070810A,189.9625,10.751111,,IRAC Map PC,45357568,IRACPC-0035,2012-09-07 13:17:21,2012-09-07 14:23:44,80054,"Berger, Edo"
GRB070808,GRB070808,6.764042,1.1762219999999999,,IRAC Map PC,46306560,GRB070808,2013-09-09 13:05:21,2013-09-09 16:24:04,90062,"Perley, Daniel A"
GRB070802,GRB070802,36.8995,-55.52758299999999,,IRAC Map PC,39911936,IRAC-070802,2010-08-28 01:21:10,2010-08-28 02:21:00,70036,"Perley, Daniel A"
GRB070802,GRB070802,36.898666999999996,-55.527471999999996,,IRAC Map PC,54877184,GRB070802,2015-11-10 20:46:45,2015-11-10 21:51:29,11116,"Perley, Daniel A"
GRB070724,GRB070724A,27.808625,-18.59425,,IRAC Map PC,46306816,GRB070724A,2013-03-09 14:29:50,2013-03-09 15:28:14,90062,"Perley, Daniel A"
GRB070721B,070721B,33.1375,-2.194722,,IRAC Map PC,45357056,IRACPC-0036,2012-10-25 01:53:55,2012-10-25 05:12:51,80054,"Berger, Edo"
GRB070621,GRB070621,323.792,-24.817528,,IRAC Map PC,46307072,GRB070621,2012-12-21 18:39:43,2012-12-21 21:58:47,90062,"Perley, Daniel A"
GRB070611,NGC0007,2.0875,-29.916778000000004,,IRAC Map PC,30492416,S4G-NGC0007,2009-08-25 08:55:53,2009-08-25 09:03:41,61060,"Sheth, Kartik"
GRB070611,NGC0007,2.0875,-29.916778000000004,,IRAC Map PC,30585344,S4G-NGC0007B,2010-08-27 22:08:11,2010-08-27 22:17:24,61060,"Sheth, Kartik"
GRB070611,070611,1.9916669999999999,-29.755556,,IRAC Map PC,45356544,IRACPC-0037,2012-09-12 23:16:05,2012-09-13 00:22:33,80054,"Berger, Edo"
GRB070611,BL26,2.01875,-29.948139,,IRAC Map,18855168,IRAC-BL26-single,2006-12-26 01:54:04,2006-12-26 02:00:44,30717,"Mohanty, Subhanjoy"
GRB070529,070529,283.741667,20.659444,,IRAC Map PC,45356032,IRACPC-0038,2012-06-08 00:44:17,2012-06-08 01:50:41,80054,"Berger, Edo"
GRB070521,GRB070521,242.66091699999998,30.256278000000002,,IRAC Map PC,39912192,IRAC-070521,2010-08-15 06:33:06,2010-08-15 07:33:20,70036,"Perley, Daniel A"
GRB070508,GRB070508,312.800292,-78.385278,,IRAC Map PC,39912448,IRAC-070508,2010-09-21 02:49:32,2010-09-21 03:50:00,70036,"Perley, Daniel A"
GRB070508,GRB070508,312.800292,-78.385278,,IRAC Map PC,54876928,GRB070508,2015-07-09 15:10:34,2015-07-09 15:39:45,11116,"Perley, Daniel A"
GRB070506,GRB070506,347.218292,10.722444,,IRAC Map,23488768,GRB070506 -IRAC,2007-12-23 01:20:27,2007-12-23 02:26:32,40599,"Chary, Ranga-Ram"
GRB070429,GRB070429A,297.702958,-32.404194,,IRAC Map PC,46307328,GRB070429A,2012-11-22 21:51:02,2012-11-22 22:49:31,90062,"Perley, Daniel A"
GRB070419B,GRB070419B,315.707583,-31.263694,,IRAC Map PC,46307584,GRB070419B,2012-12-07 18:36:21,2012-12-07 21:55:35,90062,"Perley, Daniel A"
GRB070419,GRB070419A,182.74516699999998,39.925333,,IRAC Map PC,54876672,GRB070419A,2016-07-31 04:04:25,2016-07-31 04:48:40,11116,"Perley, Daniel A"
GRB070419,NGC4145,182.509167,39.880528000000005,,IRAC Map PC,37333248,S4G-NGC4145B,2011-01-20 11:22:30,2011-01-20 11:36:05,61065,"Sheth, Kartik"
GRB070419,NGC4145,182.509167,39.880528000000005,,IRAC Map PC,37337856,S4G-NGC4145,2010-07-30 03:52:41,2010-07-30 04:07:48,61065,"Sheth, Kartik"
GRB070419,UGC07175,182.726667,39.757222,,IRAC Map PC,30358528,S4G-UGC07175B,2010-07-30 04:07:48,2010-07-30 04:14:02,60007,"Sheth, Kartik"
GRB070412,GRB070412,181.541875,40.143194,,IRAC Map PC,46307840,GRB070412,2013-08-13 00:37:53,2013-08-13 01:36:18,90062,"Perley, Daniel A"
GRB070411,GRB070411,107.33304199999999,1.064611,,IRAC Map,23484672,GRB070411 -IRAC,2007-11-14 07:13:46,2007-11-14 08:19:47,40599,"Chary, Ranga-Ram"
GRB070330,GRB070330,269.541583,-63.793,,IRAC Map PC,54876416,GRB070330,2015-07-08 19:22:47,2015-07-08 21:32:18,11116,"Perley, Daniel A"
GRB070328,GRB070328,65.11533299999999,-34.066860999999996,,IRAC Map PC,46308096,GRB070328,2012-11-11 21:57:30,2012-11-12 01:16:11,90062,"Perley, Daniel A"
GRB070318,GRB 070318,48.486792,-42.946194,,IRAC Map PC,42441472,IRAC-070318,2011-09-09 01:13:23,2011-09-09 02:11:46,80153,"Perley, Daniel A"
GRB070309,350.71069GLIMPSE,262.243201,-37.735878,,IRAC Map,20207616,l350.71069-01.79043.20060921,2006-09-24 17:31:58,2006-09-24 18:24:28,30570,"Benjamin, Robert A"
GRB070309,350.40552GLIMPSE,262.166287,-38.061664,,IRAC Map,20276480,l350.40552-01.92000.20060921,2006-09-24 18:43:02,2006-09-24 19:43:12,30570,"Benjamin, Robert A"
GRB070309,350.81271GLIMPSE,262.535426,-37.766371,,IRAC Map,21481984,l350.81271-02.00000.20070507,2007-05-09 18:58:38,2007-05-09 19:32:58,30570,"Benjamin, Robert A"
GRB070306,GRB070306,148.097125,10.482028,,IRAC Map PC,39912704,IRAC-070306,2011-01-04 20:35:49,2011-01-04 21:09:14,70036,"Perley, Daniel A"
GRB070224,GRB070224,179.02770800000002,-13.330222000000001,,IRAC Map PC,54876160,GRB070224,2015-09-27 12:03:37,2015-09-27 13:08:22,11116,"Perley, Daniel A"
GRB070223,GRB070223,153.451625,43.133528000000005,,IRAC Map PC,46308352,GRB070223,2013-01-10 05:01:46,2013-01-10 08:20:36,90062,"Perley, Daniel A"
GRB070219,GRB070219,260.191875,69.370194,,IRAC Map PC,46308608,GRB070219,2012-11-05 23:27:13,2012-11-06 00:25:36,90062,"Perley, Daniel A"
GRB070208,GRB 070208,197.885875,61.965111,,IRAC Map PC,42441216,IRAC-070208,2011-06-09 01:35:51,2011-06-09 02:34:15,80153,"Perley, Daniel A"
GRB070129,GRB070129,37.00375,11.684444000000001,,IRAC Map,23808512,IRAC z6 - GRB070129,2007-09-11 14:39:00,2007-09-11 18:15:08,40598,"Jones, Christine A"
GRB070126,Magellanic Bridge,34.531708,-73.996886,,IRAC Map PC,64024064,bmap1b_br3_02,2017-09-12 19:09:56,2017-09-12 22:00:08,13096,"Sloan, Greg"
GRB070126,Magellanic Bridge,34.637125,-73.839911,,IRAC Map,22843904,IRAC-bmap2-0201,2008-09-19 21:38:03,2008-09-20 00:29:27,40245,"Gordon, Karl"
GRB070126,Magellanic Bridge,34.531708,-73.996886,,IRAC Map,22835456,IRAC-bmap1-0202,2008-06-17 01:19:11,2008-06-17 04:10:01,40245,"Gordon, Karl"
GRB070110,GRB070110,0.91375,-52.974139,,IRAC Map,23492608,GRB070110 -IRAC,2007-11-13 09:29:13,2007-11-13 10:35:19,40599,"Chary, Ranga-Ram"
GRB070103,GRB070103,352.5575,26.876222,,IRAC Map PC,46308864,GRB070103,2013-08-31 13:23:02,2013-08-31 14:21:29,90062,"Perley, Daniel A"
GRB061222B,HD 52698,105.30725,-25.948722,,IRAC Map PC,42341120,HD52698-Ep2,2012-01-09 12:44:59,2012-01-09 13:56:53,80071,"Marengo, Massimo"
GRB061222B,GRB061222B,105.3525,-25.86,,IRAC Map,23483904,GRB061222B -IRAC,2007-11-14 04:14:19,2007-11-14 06:31:35,40599,"Chary, Ranga-Ram"
GRB061222B,HD 52698,105.30725,-25.948722,,IRAC Map PC,42336256,HD52698-Ep1,2011-06-19 22:19:04,2011-06-19 23:30:58,80071,"Marengo, Massimo"
GRB061222,GRB061222A,358.26425,46.532944,,IRAC Map PC,39912960,IRAC-061222A,2010-08-27 15:54:24,2010-08-27 17:24:58,70036,"Perley, Daniel A"
GRB061222,GRB061222A,358.291667,46.558333000000005,,IRAC Map,21633536,GRB061222A,2007-08-14 04:48:03,2007-08-14 10:11:55,30000,"Berger, Edo"
GRB061202,GRB061202,105.525292,-74.698528,,IRAC Map PC,46309376,GRB061202,2012-11-10 06:23:11,2012-11-10 09:41:56,90062,"Perley, Daniel A"
GRB061201,WISE2206-74,331.644167,-74.566528,,IRAC Map PC,41769728,Ch1&2 (epoch 1) - WISE2206-74,2011-06-15 06:53:28,2011-06-15 07:00:06,70062,"Kirkpatrick, J.Davy"
GRB061126,GRB 061126,86.601958,64.21069399999999,,IRAC Map PC,42440960,IRAC-061126,2011-11-12 15:13:05,2011-11-12 16:11:31,80153,"Perley, Daniel A"
GRB061121,GRB061121,147.227417,-13.195194,,IRAC Map PC,46309632,GRB061121,2013-01-31 22:43:12,2013-02-01 00:22:29,90062,"Perley, Daniel A"
GRB061110B,GRB061110B,323.918333,6.892806,,IRAC Map,23485696,GRB061110B -IRAC,2007-12-23 10:47:47,2007-12-23 12:57:21,40599,"Chary, Ranga-Ram"
GRB061110,GRB061110A,336.29145800000003,-2.258861,,IRAC Map PC,46309888,GRB061110A,2013-01-31 03:51:12,2013-01-31 04:20:21,90062,"Perley, Daniel A"
GRB061028,GRB0061028,97.227083,46.298667,,IRAC Map,23808000,IRAC z6 - GRB0061028,2007-10-23 14:40:14,2007-10-23 18:16:24,40598,"Jones, Christine A"
GRB061021,GRB061021,145.150583,-21.951222,,IRAC Map PC,62061824,GRB061021,2017-04-04 19:40:31,2017-04-04 20:45:16,13104,"Perley, Daniel A"
GRB061021,GRB061021,145.150583,-21.951222,,IRAC Map PC,46310144,GRB061021,2013-02-01 01:22:16,2013-02-01 01:51:27,90062,"Perley, Daniel A"
GRB061021,WISEJ094020.10-220820.5,145.08375,-22.139028,,IRAC Map PC,61369856,0940-2208 - Epoch 08,2018-04-06 14:56:48,2018-04-06 15:02:36,13012,"Kirkpatrick, J.Davy"
GRB061007,GRB061007,46.331666999999996,-50.500694,,IRAC Map PC,46310400,GRB061007,2012-11-07 16:26:04,2012-11-07 18:05:27,90062,"Perley, Daniel A"
GRB061004,GRB061004,97.79375,-45.906833,,IRAC Map,23808256,IRAC z3 - GRB061004,2007-10-18 13:57:24,2007-10-18 17:33:34,40598,"Jones, Christine A"
GRB060928,260.15262GLIMPSE,126.53325600000001,-42.187896,,IRAC Map PC,39273472,l260.15262-02.37500.20100613,2010-06-14 13:28:15,2010-06-14 14:55:26,61072,"Whitney, Barbara A"
GRB060928,260.58020GLIMPSE,128.205937,-41.816039,,IRAC Map PC,41639936,l260.58020-01.15000.20110201,2011-02-07 07:36:08,2011-02-07 08:43:55,61072,"Whitney, Barbara A"
GRB060927,GRB060927,329.549708,5.363972,,IRAC Map,23493632,GRB060927 -IRAC,2007-11-24 15:11:59,2007-11-24 17:30:01,40599,"Chary, Ranga-Ram"
GRB060926,GRB060926,263.93208300000003,13.0385,,IRAC Map,23494144,GRB060926 -IRAC,2007-09-14 08:26:26,2007-09-14 10:38:47,40599,"Chary, Ranga-Ram"
GRB060923B,GRB060923B,238.194583,-30.903806,,IRAC Map PC,47083008,GRB060923B,2013-05-01 23:43:45,2013-05-02 00:28:06,90062,"Perley, Daniel A"
GRB060923,GRB060923A,254.617292,12.360806,,IRAC Map,19157760,IRAC-1002,2006-09-29 05:50:48,2006-09-29 07:05:10,30871,"Fox, Derek"
GRB060923,GRB060923A,254.617292,12.360806,,IRAC Map,19158272,IRAC-1004,2007-03-31 13:04:30,2007-03-31 14:14:38,30871,"Fox, Derek"
GRB060923,GRB060923A,254.617292,12.360806,,IRAC Map,19157504,IRAC-1001,2006-09-27 10:49:28,2006-09-27 12:03:48,30871,"Fox, Derek"
GRB060923,GRB060923A_slide,254.60583300000002,12.347528,,IRAC Map,19158016,IRAC-1003,2006-10-03 15:31:53,2006-10-03 16:46:15,30871,"Fox, Derek"
GRB060923,skydark modified GRB pos,254.589167,12.360806,,IRAC Map,20674304,skydrk_100_rev_b,2006-10-03 14:40:43,2006-10-03 15:31:15,5004,"Calibration, IRAC"
GRB060919,GRB060919,276.924167,-51.014472,,IRAC Map PC,47082240,GRB060919,2013-06-27 14:25:54,2013-06-27 15:10:15,90062,"Perley, Daniel A"
GRB060912B,10.44968GLIMPSE,272.147559,-19.88363,,IRAC Map PC,61055232,l010.44968+00.02738.20161215,2016-12-16 23:22:53,2016-12-17 01:09:04,13117,"Benjamin, Robert A"
GRB060912B,NGC 6537,271.304792,-19.842833,,IRAC Map,4418560,IRAC-0025,2004-09-05 09:48:38,2004-09-05 09:57:10,68,"Fazio, Giovanni"
GRB060912B,10.54516GLIMPSE,272.361267,-19.885791,,IRAC Map,12104448,l010.54516-00.14947.20040929,2004-10-05 02:37:27,2004-10-05 03:18:45,146,"Churchwell, Ed"
GRB060912B,9.94538GLIMPSE,271.243733,-19.98686,,IRAC Map,14348800,l009.94538+00.71896.20050927,2005-09-22 09:40:41,2005-09-22 09:54:55,20201,"Churchwell, Ed"
